Verktøy og Festemateriell,El-Verktøy,,Gassverktøy,1958100,1958200,1958300,1958400,1958500,1959100,1959200,1960100,1960200,1961800,1961900,,,,,,,,,,"1958100,1958200,1958300,1958400,1958500,1959100,1959200,1960100,1960200,1961800,1961900"
Verktøy og Festemateriell,El-Verktøy,,Trykkluft verktøy,1962100,1962200,1962130,1962400,1962500,,,,,,,,,,,,,,,,"1962100,1962200,1962130,1962400,1962500"
Verktøy og Festemateriell,El-Verktøy,,Kompressor Slanger og Tilbehør,1962600,1962700,1963100,1963200,1963300,1963320,1963400,,,,,,,,,,,,,,"1962600,1962700,1963100,1963200,1963300,1963320,1963400"
Verktøy og Festemateriell,El-Verktøy,,Måleteknikk ,1860100,1860200,1860250,1860300,1860400,1860500,1860550,1860600,,,,,,,,,,,,,"1860100,1860200,1860250,1860300,1860400,1860500,1860550,1860600"
Verktøy og Festemateriell,El-Verktøy,,Arbeidslamper,2704180,2704900,,,,,,,,,,,,,,,,,,,"2704180,2704900"
Verktøy og Festemateriell,Jernvare,,Beslag og Kroker,1601001,1601100,1601300,1601400,1601600,1601700,1601800,1601850,,,,,,,,,,,,,"1601001,1601100,1601300,1601400,1601600,1601700,1601800,1601850"
Verktøy og Festemateriell,Jernvare,,Dørvridere og Håndtak,1602100,1602110,1602120,1602200,1602300,1602400,1602955,,,,,,,,,,,,,,"1602100,1602110,1602120,1602200,1602300,1602400,1602955"
Verktøy og Festemateriell,Jernvare,,Låser og Nøkler,1603100,1603200,1603210,1603330,1603360,1603400,1603430,1603500,1603600,1603650,1603955,,,,,,,,,,"1603100,1603200,1603210,1603330,1603360,1603400,1603430,1603500,1603600,1603650,1603955"
Verktøy og Festemateriell,Jernvare,,Trådvarer ,1604001,1604100,1604200,1604300,1604400,,,,,,,,,,,,,,,,"1604001,1604100,1604200,1604300,1604400"
Verktøy og Festemateriell,Jernvare,,Hengsler,1605100,1605200,1605300,1605350,,,,,,,,,,,,,,,,,"1605100,1605200,1605300,1605350"
Verktøy og Festemateriell,Jernvare,,Møbelbeslag,1606001,1606100,1606150,1606160,1606170,1606200,1606210,1606400,1606410,1606500,1606510,1606520,1606550,1606600,,,,,,,"1606001,1606100,1606150,1606160,1606170,1606200,1606210,1606400,1606410,1606500,1606510,1606520,1606550,1606600"
Verktøy og Festemateriell,Jernvare,,Dør og Vindusbeslag,1608010,1608100,1608200,1608400,1608500,1608600,1608700,1608750,1608800,1608955,,,,,,,,,,,"1608010,1608100,1608200,1608400,1608500,1608600,1608700,1608750,1608800,1608955"
Verktøy og Festemateriell,Jernvare,,Kjetting og Wire ,1612020,1612040,1612060,1612080,1612100,1612140,1612160,1612170,1612190,1612200,1612300,1612320,1612440,1612460,1612500,1612540,1612600,,,,"1612020,1612040,1612060,1612080,1612100,1612140,1612160,1612170,1612190,1612200,1612300,1612320,1612440,1612460,1612500,1612540,1612600"
Verktøy og Festemateriell,Jernvare,,Stiger og Stillase,1634020,1634070,1634100,1634300,1634600,,,,,,,,,,,,,,,,"1634020,1634070,1634100,1634300,1634600"
Verktøy og Festemateriell,Jernvare,,Jekkestropp og Løfteutstyr,1641001,1641010,1641200,1641250,,,,,,,,,,,,,,,,,"1641001,1641010,1641200,1641250"
Verktøy og Festemateriell,Festemateriell,,Skrue Tre/Spon,1730100,1730110,,,,,,,,,,,,,,,,,,,"1730100,1730110"
Verktøy og Festemateriell,Festemateriell,,Skrue Gips,1730001,,,,,,,,,,,,,,,,,,,,1730001
Verktøy og Festemateriell,Festemateriell,,Båndet Skruer,1730200,,,,,,,,,,,,,,,,,,,,1730200
Verktøy og Festemateriell,Festemateriell,,Selvborende Skruer,1732010,1732100,1732200,,,,,,,,,,,,,,,,,,"1732010,1732100,1732200"
Verktøy og Festemateriell,Festemateriell,,Håndspiker,1720100,1720210,1720310,1720315,1720340,1720360,1720380,1720390,1720500,,,,,,,,,,,,"1720100,1720210,1720310,1720315,1720340,1720360,1720380,1720390,1720500"
